Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_14115,Name AI as defined in the textbook.,Computer Science,AI,Remember,Final,5,4.3,85.8,Easy
QID_19643,Define Calculus in simple terms.,Mathematics,Calculus,Remember,Quiz,7,4.3,86.1,Easy
QID_10135,Define Algorithms briefly.,Computer Science,Algorithms,Remember,Quiz,7,4.9,98.0,Easy
QID_17946,Illustrate AI using an example.,Computer Science,AI,Apply,Midterm,19,3.2,64.1,Medium
QID_10385,Define Networking briefly.,Computer Science,Networking,Remember,Quiz,14,4.1,81.7,Easy
QID_11634,Synthesize Database under extreme constraints.,Computer Science,Database,Evaluate,Midterm,18,1.8,35.4,Hard
QID_15714,Derive the formula for Probability under extreme constraints.,Mathematics,Probability,Evaluate,Midterm,22,1.7,34.6,Hard
QID_21429,Evaluate the limitations of AI in distributed latency environments.,Computer Science,AI,Evaluate,Final,7,2.7,54.9,Medium
QID_10396,Critically analyze Calculus in distributed latency environments.,Mathematics,Calculus,Evaluate,Midterm,9,1.6,32.4,Hard
QID_13912,Describe Algorithms in a standard system.,Computer Science,Algorithms,Apply,Final,21,3.0,59.5,Medium
QID_21830,Evaluate the limitations of Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Quiz,11,1.4,28.6,Hard
QID_19427,What is Optics in simple terms.,Physics,Optics,Remember,Final,16,4.3,86.0,Easy
QID_18124,Evaluate the limitations of Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Midterm,6,1.6,32.3,Hard
QID_15719,Identify Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Quiz,13,4.3,85.4,Easy
QID_20634,Name Optics,Physics,Optics,Remember,Quiz,27,4.6,91.3,Easy
QID_21236,List Database briefly.,Computer Science,Database,Remember,Final,12,5.0,100.0,Easy
QID_15227,Synthesize Optics with mathematical proofs.,Physics,Optics,Evaluate,Final,14,2.2,43.5,Hard
QID_21269,Explain how AI using an example.,Computer Science,AI,Apply,Quiz,16,2.7,54.6,Medium
QID_13219,Critically analyze Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,24,1.6,31.4,Hard
QID_10613,Explain how Database using an example.,Computer Science,Database,Apply,Midterm,30,2.9,57.8,Medium
QID_18417,Derive the formula for Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Final,25,1.7,34.8,Hard
QID_11053,Critically analyze Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Midterm,15,2.0,39.2,Hard
QID_10304,Compare Database diagrammatically.,Computer Science,Database,Apply,Midterm,9,3.1,61.9,Medium
QID_20239,List Relativity briefly.,Physics,Relativity,Remember,Quiz,24,4.2,84.3,Easy
QID_10811,Synthesize Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Final,20,1.9,37.9,Hard
QID_19703,Derive the formula for Relativity considering edge cases.,Physics,Relativity,Evaluate,Midterm,21,1.5,30.3,Hard
QID_11399,Outline Algorithms in a standard system.,Computer Science,Algorithms,Apply,Final,6,3.5,70.0,Medium
QID_19885,State Statistics briefly.,Mathematics,Statistics,Remember,Final,20,4.2,84.7,Easy
QID_18334,,Physics,Thermodynamics,Evaluate,Midterm,8,1.9,37.2,Hard
QID_10149,Critically analyze Database in distributed latency environments.,Computer Science,Database,Evaluate,Midterm,17,1.4,27.0,Hard
QID_15404,Derive the formula for Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Quiz,29,1.9,37.8,Hard
QID_12019,Outline Database in a standard system.,Computer Science,Database,Apply,Final,15,3.1,61.4,Medium
QID_16657,Describe AI using an example.,Computer Science,AI,Apply,Final,24,3.1,62.7,Medium
QID_19161,List AI as defined in the textbook.,Computer Science,AI,Remember,Quiz,26,4.8,95.2,Easy
QID_10360,Outline Thermodynamics diagrammatically.,Physics,Thermodynamics,Apply,Midterm,10,3.1,62.1,Medium
QID_16380,Critically analyze AI considering edge cases.,Computer Science,AI,Evaluate,Quiz,24,1.5,29.8,Hard
QID_17937,Name Database as defined in the textbook.,Computer Science,Database,Remember,Midterm,30,4.0,80.8,Easy
QID_12144,Critically analyze Database considering edge cases.,Computer Science,Database,Evaluate,Final,27,2.3,45.1,Medium
QID_12943,Hypothesize Networking considering edge cases.,Computer Science,Networking,Evaluate,Midterm,12,1.9,38.1,Hard
QID_13079,State Networking,Computer Science,Networking,Remember,Final,19,4.0,80.4,Easy
QID_10429,What is Thermodynamics briefly.,Physics,Thermodynamics,Remember,Midterm,28,4.8,96.8,Easy
QID_19959,Identify AI,Computer Science,AI,Remember,Midterm,28,4.0,79.6,Easy
QID_13378,Describe Database using an example.,Computer Science,Database,Apply,Final,6,3.2,63.5,Medium
QID_15654,Evaluate the limitations of Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Quiz,30,2.4,47.5,Medium
QID_10429,What is Thermodynamics briefly.,Physics,Thermodynamics,Remember,Midterm,28,4.8,96.8,Easy
QID_16277,What is Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Midterm,15,4.4,87.2,Easy
QID_14094,Identify Relativity in simple terms.,Physics,Relativity,Remember,Final,7,4.4,87.7,Easy
QID_16897,Synthesize Database in distributed latency environments.,Computer Science,Database,Evaluate,Quiz,5,1.5,30.7,Hard
QID_12751,Illustrate Probability for a specific case.,Mathematics,Probability,Apply,Midterm,18,2.6,52.1,Medium
QID_16679,List Optics in simple terms.,Physics,Optics,Remember,Quiz,5,4.6,91.0,Easy
QID_10533,What is Database,Computer Science,Database,Remember,Midterm,28,3.9,78.9,Easy
QID_14004,What is Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Midterm,9,4.5,90.1,Easy
QID_19115,Hypothesize Optics in distributed latency environments.,Physics,Optics,Evaluate,Final,20,2.0,40.6,Hard
QID_15272,Name Relativity in simple terms.,Physics,Relativity,Remember,Midterm,10,4.7,94.3,Easy
QID_21811,Critically analyze Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Final,20,1.7,34.1,Hard
QID_16676,Critically analyze Database with mathematical proofs.,Computer Science,Database,Evaluate,Midterm,24,1.3,26.6,Hard
QID_13111,Identify Statistics briefly.,Mathematics,Statistics,Remember,Midterm,30,4.1,82.9,Easy
QID_12960,List Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Midterm,9,4.6,92.8,Easy
QID_14484,Compare Calculus in a standard system.,Mathematics,Calculus,Apply,Midterm,30,2.8,56.0,Medium
QID_16227,List Networking,Computer Science,Networking,Remember,Quiz,24,4.9,98.7,Easy
QID_13668,Outline AI in a standard system.,Computer Science,AI,Apply,Final,15,2.3,46.5,Medium
QID_11002,Name Geometry in simple terms.,Mathematics,Geometry,Remember,Final,14,4.5,90.4,Easy
QID_10070,Critically analyze Data Structures in distributed latency environments.,Computer Science,Data Structures,Evaluate,Final,25,1.7,33.9,Hard
QID_17336,List Calculus,Mathematics,Calculus,Remember,Final,14,3.7,73.3,Medium
QID_13187,Compare Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Quiz,15,3.1,61.7,Medium
QID_21852,Outline Optics using an example.,Physics,Optics,Apply,Quiz,19,3.5,69.1,Medium
QID_14064,Describe Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Quiz,23,3.7,74.2,Medium
QID_21113,Outline Relativity in a standard system.,Physics,Relativity,Apply,Quiz,10,2.3,45.3,Medium
QID_19502,Derive the formula for Probability considering edge cases.,Mathematics,Probability,Evaluate,Midterm,7,1.6,32.3,Hard
QID_14746,Derive the formula for Data Structures under extreme constraints.,Computer Science,Data Structures,Evaluate,Midterm,10,2.0,39.8,Hard
QID_17653,Synthesize Relativity under extreme constraints.,Physics,Relativity,Evaluate,Midterm,18,1.4,27.4,Hard
QID_14367,Illustrate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Midterm,27,2.8,56.8,Medium
QID_12531,Identify Optics,Physics,Optics,Remember,Final,20,4.8,96.9,Easy
QID_13547,Calculate Geometry using an example.,Mathematics,Geometry,Apply,Quiz,26,3.0,59.3,Medium
QID_12034,Hypothesize Optics considering edge cases.,Physics,Optics,Evaluate,Final,29,2.4,47.1,Medium
QID_10673,List Geometry briefly.,Mathematics,Geometry,Remember,Final,28,4.1,82.2,Easy
QID_14344,Name Linear Algebra,Mathematics,Linear Algebra,Remember,Quiz,21,4.3,86.0,Easy
QID_13366,Evaluate the limitations of Optics with mathematical proofs.,Physics,Optics,Evaluate,Final,25,0.6,11.7,Hard
QID_18546,Evaluate the limitations of Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Midterm,29,1.9,37.1,Hard
QID_19902,Synthesize Database in distributed latency environments.,Computer Science,Database,Evaluate,Quiz,30,2.5,50.0,Medium
QID_17965,Synthesize Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Quiz,7,1.9,38.1,Hard
QID_17923,Explain how Mechanics using an example.,Physics,Mechanics,Apply,Quiz,5,4.0,80.0,Easy
QID_19380,What is AI briefly.,Computer Science,AI,Remember,Midterm,22,4.6,92.8,Easy
QID_11188,Name Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Final,29,4.2,83.5,Easy
QID_11923,Name Mechanics briefly.,Physics,Mechanics,Remember,Final,11,4.2,83.3,Easy
QID_14844,List Thermodynamics in simple terms.,Physics,Thermodynamics,Remember,Midterm,19,4.3,85.8,Easy
QID_12270,Derive the formula for Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,15,1.9,37.5,Hard
QID_10047,Outline Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Midterm,11,2.9,58.6,Medium
QID_19750,Derive the formula for Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Quiz,24,1.4,27.6,Hard
QID_21602,Define Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Midterm,10,4.4,87.0,Easy
QID_16973,Synthesize Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Quiz,21,1.5,29.4,Hard
QID_11470,Illustrate Mechanics using an example.,Physics,Mechanics,Apply,Midterm,19,2.0,40.9,Hard
QID_10221,What is AI in simple terms.,Computer Science,AI,Remember,Midterm,28,4.0,80.8,Easy
QID_18064,Synthesize Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,12,1.0,19.5,Hard
QID_17872,Identify Geometry as defined in the textbook.,Mathematics,Geometry,Remember,Quiz,19,5.0,99.1,Easy
QID_15156,Compare Probability diagrammatically.,Mathematics,Probability,Apply,Quiz,22,2.7,54.7,Medium
QID_11358,State Geometry as defined in the textbook.,Mathematics,Geometry,Remember,Midterm,9,4.5,89.5,Easy
QID_11085,Describe Relativity using an example.,Physics,Relativity,Apply,Midterm,29,2.0,39.3,Hard
QID_13011,Hypothesize Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Midterm,29,2.1,42.1,Hard
QID_15335,Evaluate the limitations of Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,28,1.4,27.8,Hard
QID_10101,Critically analyze Relativity considering edge cases.,Physics,Relativity,Evaluate,Final,22,1.8,35.8,Hard
QID_21777,Illustrate Networking for a specific case.,Computer Science,Networking,Apply,Midterm,21,3.2,64.0,Medium
QID_11250,State Calculus,Mathematics,Calculus,Remember,Final,9,5.0,100.0,Easy
QID_21544,Evaluate the limitations of Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Final,14,1.3,26.4,Hard
QID_18750,Calculate Mechanics for a specific case.,Physics,Mechanics,Apply,Quiz,28,3.5,70.5,Medium
QID_16021,What is AI in simple terms.,Computer Science,AI,Remember,Final,20,4.3,85.7,Easy
QID_11351,Illustrate Calculus using an example.,Mathematics,Calculus,Apply,Quiz,19,3.4,69.0,Medium
QID_15922,Derive the formula for Optics in distributed latency environments.,Physics,Optics,Evaluate,Final,25,1.0,20.5,Hard
QID_14335,Calculate Optics using an example.,Physics,Optics,Apply,Midterm,9,2.5,50.6,Medium
QID_11121,Critically analyze Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Midterm,14,1.9,38.7,Hard
QID_10724,List Mechanics,Physics,Mechanics,Remember,Quiz,23,4.4,87.4,Easy
QID_14860,Evaluate the limitations of Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,16,1.7,33.9,Hard
QID_12611,Calculate AI for a specific case.,Computer Science,AI,Apply,Quiz,25,3.1,61.2,Medium
QID_13403,Evaluate the limitations of Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Midterm,6,2.8,56.7,Medium
QID_18934,Describe Calculus for a specific case.,Mathematics,Calculus,Apply,Final,9,2.1,41.5,Hard
QID_13742,Define Calculus briefly.,Mathematics,Calculus,Remember,Final,7,4.6,91.1,Easy
QID_14923,Describe Data Structures in a standard system.,Computer Science,Data Structures,Apply,Midterm,15,2.6,52.8,Medium
QID_12859,List Networking,Computer Science,Networking,Remember,Final,26,4.3,86.6,Easy
QID_21487,Derive the formula for Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Quiz,19,2.0,40.8,Hard
QID_12901,Hypothesize Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Quiz,20,2.0,39.8,Hard
QID_13181,Compare Relativity in a standard system.,Physics,Relativity,Apply,Quiz,6,3.6,71.9,Medium
QID_11530,Synthesize Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Final,5,1.1,23.0,Hard
QID_19495,Identify Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Quiz,28,4.3,86.2,Easy
QID_21627,Synthesize Calculus in distributed latency environments.,Mathematics,Calculus,Evaluate,Final,7,1.6,31.8,Hard
QID_12168,Define Data Structures briefly.,Computer Science,Data Structures,Remember,Quiz,19,4.5,90.5,Easy
QID_12183,Identify Calculus briefly.,Mathematics,Calculus,Remember,Final,22,4.6,91.8,Easy
QID_16280,List Quantum Physics,Physics,Quantum Physics,Remember,Final,5,4.6,92.7,Easy
QID_18875,Calculate Optics for a specific case.,Physics,Optics,Apply,Final,12,3.4,69.0,Medium
QID_13643,Calculate Probability for a specific case.,Mathematics,Probability,Apply,Quiz,28,2.5,49.4,Medium
QID_12412,Identify AI briefly.,Computer Science,AI,Remember,Midterm,7,4.6,92.1,Easy
QID_10019,List Optics briefly.,Physics,Optics,Remember,Midterm,23,4.3,86.2,Easy
QID_12666,Describe Data Structures diagrammatically.,Computer Science,Data Structures,Apply,Final,15,3.2,63.6,Medium
QID_12389,Illustrate Calculus in a standard system.,Mathematics,Calculus,Apply,Final,27,3.1,61.8,Medium
QID_10741,Describe Networking diagrammatically.,Computer Science,Networking,Apply,Quiz,6,3.0,59.6,Medium
QID_15522,State Geometry,Mathematics,Geometry,Remember,Midterm,29,4.9,98.2,Easy
QID_15020,Calculate Database for a specific case.,Computer Science,Database,Apply,Quiz,11,2.9,57.5,Medium
QID_16798,Derive the formula for Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,11,2.1,41.2,Hard
QID_15210,Define Statistics in simple terms.,Mathematics,Statistics,Remember,Quiz,26,4.2,84.9,Easy
QID_18530,Synthesize Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Midterm,17,1.9,37.3,Hard
QID_21452,Identify Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Final,11,4.5,90.4,Easy
QID_12288,List AI in simple terms.,Computer Science,AI,Remember,Final,10,4.6,91.1,Easy
QID_20992,Define Algorithms briefly.,Computer Science,Algorithms,Remember,Midterm,9,4.3,87.0,Easy
QID_10321,What is Geometry,Mathematics,Geometry,Remember,Quiz,28,4.0,80.4,Easy
QID_18709,Synthesize Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Quiz,24,2.2,43.7,Hard
QID_12221,Explain how AI in a standard system.,Computer Science,AI,Apply,Final,17,2.5,50.8,Medium
QID_15785,Illustrate Relativity diagrammatically.,Physics,Relativity,Apply,Midterm,12,3.1,62.3,Medium
QID_10518,Hypothesize Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Quiz,10,1.3,25.9,Hard
QID_17931,Critically analyze Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Final,26,1.8,35.7,Hard
QID_16117,Derive the formula for Relativity considering edge cases.,Physics,Relativity,Evaluate,Quiz,6,1.4,27.5,Hard
QID_18845,Outline Geometry using an example.,Mathematics,Geometry,Apply,Midterm,17,3.3,65.1,Medium
QID_17681,Outline AI for a specific case.,Computer Science,AI,Apply,Midterm,18,2.8,55.6,Medium
QID_16306,Illustrate Linear Algebra in a standard system.,Mathematics,Linear Algebra,Apply,Quiz,29,2.8,56.1,Medium
QID_20155,Synthesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,18,1.2,23.2,Hard
QID_18655,Explain how Thermodynamics using an example.,Physics,Thermodynamics,Apply,Final,21,2.7,53.6,Medium
QID_13045,Critically analyze Quantum Physics considering edge cases.,Physics,Quantum Physics,Evaluate,Quiz,30,2.1,42.9,Hard
QID_15329,Illustrate Networking in a standard system.,Computer Science,Networking,Apply,Midterm,30,3.0,59.5,Medium
QID_11107,Name AI,Computer Science,AI,Remember,Quiz,15,4.7,93.3,Easy
QID_10263,Identify Calculus in simple terms.,Mathematics,Calculus,Remember,Final,12,4.8,95.7,Easy
QID_18466,Explain how Networking diagrammatically.,Computer Science,Networking,Apply,Final,19,2.8,55.0,Medium
QID_20869,Critically analyze Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Quiz,29,1.6,31.7,Hard
QID_19761,Outline Calculus for a specific case.,Mathematics,Calculus,Apply,Midterm,13,3.3,65.6,Medium
QID_11383,Name Thermodynamics in simple terms.,Physics,Thermodynamics,Remember,Final,7,4.0,80.1,Easy
QID_18723,Describe Probability for a specific case.,Mathematics,Probability,Apply,Final,27,2.8,56.2,Medium
QID_19634,Hypothesize Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Midterm,30,2.3,45.5,Medium
QID_20943,Evaluate the limitations of Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Final,8,2.0,39.9,Hard
QID_20937,Outline Database in a standard system.,Computer Science,Database,Apply,Quiz,26,3.0,59.8,Medium
QID_20456,Evaluate the limitations of Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Midterm,25,2.1,42.1,Hard
QID_16258,Synthesize Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Quiz,13,1.3,26.8,Hard
